crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description 
88570,DSC 475,TIME SERIES ANALYSIS & FORECASTING in DATA SCIENCE,Fall 2019,4.0,Open,TR,1105,1220,HYLAN,105,No Cap,ANAND A,MTH 165 and CSC161/CSC171 or equivalent intro programming coursework,"Time series analysis is a valuable data analysis technique in a variety of industrial (e.g., prognostics and health management), business (e.g., financial data analysis) and healthcare (e.g., disease progression modeling) applications. Moreover, forecasting in time series is an essential component of predictive analytics. The course will begin with an introduction to practical aspects relevant to time series data analysis such as data collection, characterization, and preprocessing. Topics covered will include smoothing methods (moving average, exponential smoothing), trend and seasonality in regression models, autocorrelation, AR and ARIMA models, and application of neural network (including deep learning-based) models to time-series data. Students shall work on projects with time-series data sets using modeling tools in Python/R."
85328,DSC 481,Artificial Intelligence & Deep Learning in Healthcare,Fall 2019,4.0,Open,MW,1525,1640,LCHAS,163,No Cap,TEITEL J,DSC262 or equivalent statistics course; CSC161 or CSC171 or equivalent introductory programming,"This course, taught by an in-industry data scientist, will focus on how to take machine learning and apply it to healthcare.  The first half of the course will cover significant medical content, such as what medical data looks like, where it comes from, and how to handle it.  In addition, we will cover the basics of machine learning algorithms such as SVMs, Decision Forests, and Neural Networks, and how to specifically apply these algorithms to medical data.  In the second half we will go into deep learning, specifically in the case of using CNNs to process a variety of medical images for tasks such as classification, regression, and segmentation.  Throughout the course we will have several guest lectures and project walkthroughs, designed to give specific examples of how to utilize the techniques taught in this course in a real-life setting. Having prior machine learning experience will be helpful, but is not a requirement.  This course will be open to undergraduate students only with instructor permission."
23519,DSC 483,DATA SCIENCE CAPSTONE / PRACTICUM,Fall 2019,4.0,Open,TR,1525,1640,GAVET,310,No Cap,ANAND A,"DSC 240/440 and an introductory statistics course such as DSC262/462, STT212 or STT 213 or equivalent;  DSC 261/461 recommended prior or concurrently","The capstone/practicum provides an experience for data science majors/MS candidates to apply the core knowledge and skills attained during their program to a tangible data science focused project. Students will work in small teams on a project that applies data science methods to the analysis of a real-world problem. The instructor will guide each team in developing a topic that makes use of the knowledge the team members gained through their application area courses. The identified projects or problems and data sets will cover a range of application areas and reflect real-world needs from industry, medicine and government. Each student will be required to write a paper about their project, which satisfies one upper-level writing requirement for majors and Plan B for master's."
23522,DSC 491,MASTER'S READING COURSE,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23564,DSC 494,INTERNSHIP,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23588,DSC 495,MASTER'S RESEARCH,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23601,DSC 530,METHODS IN DATA-ENABLED RESEARCH INTO HUMAN BEHAVIOR AND ITS COGNITIVE AND NEURAL MECHANISMS,Fall 2019,4.0,Open,MW,1025,1140,MEL,269,15,JACOBS R,none,"This course provides a hand-on introduction to experimental and analytical methods in cognitive science and artificial intelligence. Each year, it offers three modules from a rotating list, including topics such as brain imaging, computational linguistics, and computer vision. The course is open to graduate students in any discipline. The course is recommended for who intend to pursue research in the the intersection of cognitive science and computer science, but prior experience in those fields is not required. It is required for students supported by the BCS/CS NRT graduate training grant. The modules are on Bayesian neuroscience, computational models in cognitive science, and natural language dialog systems."
23616,DSC 895,CONT OF MASTER'S ENROLLMENT,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23627,DSC 897,MASTERS DISSERTATION,Fall 2019,0.0,Open,TBA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23105,DMS 101,INTRO DIGITAL MEDIA STUDIES,Fall 2019,4.0,Open,TR,940,1055,RETT,307,NULL,NULL,NULL,"In this class we will critically think about the creation, production, distribution, consumption and reception of digital media. Readings and class discussions will focus on the theory, history, and practice of digital media and its application in the Humanities, Social Sciences and our world. Students will produce individual research in the form of written responses, as well as collaborative digital projects. The course's goals are to prepare students to thoughtfully critique our digital world, create scholarly digital projects, and understand the multifaceted importance of media in today's society."
23118,DMS 102,PROGRAMMING DIGITAL MEDIA,Fall 2019,4.0,Open,TR,1400,1515,GAVET,208,NULL,KOSTIN R,NULL,"This course introduces core concepts and techniques of computer programming to prepare students for more advanced topics in manipulation, storage and transmission of digital media. Students will develop an understanding of computer capabilities and the skills required of computer programmers. No previous programming experience is required."
23120,DMS 103,ESSNTL DIGITAL MEDIA TOOLKIT,Fall 2019,4.0,Open,MW,900,1015,RETT,201,20,NULL,NULL,"This course introduces students to current software for creating, editing, and producing core Digital Media objects: photographs, video, vector images, 3D models, & videogames. This fast paced project driven course invites experts in the fields of photography, video, graphic design, rapid prototyping and gaming to share their knowledge and experience. Through finding creative solutions to problems posed by instructors, you will manipulate photographs, edit a short video, design graphics, make and modify a 3D model, and create a small interactive videogame environment. The course culminates with designing a digital portfolio of the work you create."
23136,DMS 104,DESIGN IN THE DIGITAL AGE,Fall 2019,4.0,Open,TR,1230,1345,RETT,307,NULL,LOPORCARO J,NULL,"Designing digital products and services requires a process of “Interaction Design” which is a wholly new discipline that moves beyond previous fads of simply making digital things that look like physical world objects. Since there is no known formula for creating great UI/UX we will explore the need to consider interactivity as a design process, moving from initial ethnographic research through ideation and design, and the many steps that lead to final delivery and presentation. Mastery of this process will prepare DMS students to undertake their senior capstone project as well as effectively develop other creative and entrepreneurial ideas/ventures."
23147,DMS 111,NEW MEDIA AND EMERGING PRACTICE 1,Fall 2019,4.0,Open,TR,940,1220,SAGE,BLDG,4,ARDER A,NULL,"This course merges contemporary art production with technologies and social interventions. Students will combine historical, inter-media approaches with new, evolving trends in social practice. Studio assignments will use language, performance, programming, moving images, and more as tools and as media to construct creative-situations that prompt dialogue and critique. Special emphasis will be placed on introductory techniques that move beyond the studio and into collaborative, participatory, community-based productions. Not open to seniors. $50 Studio Fee. If the course fills and you would like to be added to the wait list, please contact Stephanie Ashenfelder at stephanie.ashenfelder@rochester.edu."
23154,DMS 112,INTRODUCTION TO PHOTOGRAPHY,Fall 2019,4.0,Open,MW,900,1140,SAGE,BLDG,3,ASHENFELDER S,NULL,"This class is an introduction to the basic elements of photography, SLR and DSLR camera, darkroom techniques and alternative digital processes with an emphasis on photography as an interpretive and hybrid medium. The student will be asked to develop series of images using various photographic techniques and formats such as photograms (photography without a camera), collages and digital negatives printed on silver photographic paper. The class will explore alternative modes of thinking about the photographic frame and ways of presenting images. In conjunction to their studio projects, students will be exposed to current issues in photography and related media through readings, screenings and group discussions. No prior experience in photography is needed to successfully complete this class. Not open to seniors. $50 Studio Fee. If the course fills and you would like to be added to the wait list, please contact Stephanie Ashenfelder at stephanie.ashenfelder@rochester.edu."
