crn,name,title,term,credits,status,schedule,begin,end,building,room,capacity,professor,prereq,description,major 
23150,DAN 130,CONDITIONING FOR DANCER & ATHLETE,Fall 2018,2.0,Open,TR,1230,1345,SPURR,DANCE,25,HARRIS WILCOX,NULL,"Body conditioning aimed to develop and strengthen specific musculature as it pertains to physical demands of dancers, athletes, martial artists, as well as those who wish to explore a mindful, physical and anatomically sound practice. Will introduce fundamental strength training based in Pilates, hands-on bodywork and basic movement sequences designed to help prevent injury as well as build core strength, endurance, coordination and overall physical mobility and stability.",DAN
23173,DAN 145,BEGINNING JAZZ TECHNIQUE,Fall 2018,2.0,Open,MW,1230,1345,OBRN,DANCE,18,JOHNSON C,NULL,"Vernacular jazz movement as it relates to jazz music and its historical context.  Stylistically eclectic courses will blend the challenges of full-bodied, culturally influenced dancing with a sense of one's own self.  Development of basic skills, energy, strength, control, continuity, and rhythmic and bodily awareness.",DAN
89610,DAN 155,MOVEMENT REVOLUTIONS: A CULTURAL HISTORY OF SOCIAL DANCE,Fall 2018,4.0,Open,TR,1650,1805,SPURR,DANCE,20,STEELE M,NULL,"Social dance plays an important role in every society, simultaneously fostering community and self-expression. From the Waltz to Square Dancing, Ragtime Dances to Rock n’ Roll, and Tango to Salsa, this course explores the history and culture of several social and popular dances in America from 1800 to the present. Students discover how cultural beliefs are embedded in social dance practices, and how, vice versa, social dance practices can help shape changing norms and behaviors. Through a mixture of lectures, readings, discussions, video-viewings and experiencing the basic steps, each social dance form studied is contextualized within its time period. The course as a whole considers patterns of cultural change across the decades in terms of gender, race, class and social identities. No previous dance experience is necessary.",DAN
85869,DAN 160,DANCE IMPROVISATION,Fall 2018,2.0,Open,MW,900,1015,OBRN,DANCE,18,STEELE M,NULL,"This course is designed for those with some experience in dance who wish to explore mechanisms for generating movement and dance through improvisation. Through movement exploration, reading and discussions, students will become familiar with the process of spontaneous creation. We will explore various aspects of improvisation including Scores, Site Specific Work, Contact Improvisation and the work of chance. Through investigation, students will strive for full embodiment, presence, and intuitive awareness. The course works with theoretical concepts based in (but not limited to) Forsythe Improvisation Technologies, fundamentals of Laban Movement Analysis and other cultural forms of performing arts in the pursuit to understand improvisation as practice, technique, performance and composition. Supporting inspiration and freedom for the exploration of artistic expression and development is at the forefront of this class.",DAN
23184,DAN 167M,ECOLING: LANG & MOVEMENT,Fall 2018,4.0,Open,MW,1400,1515,SPURR,DANCE,17,HARRIS WILCOX; ARMOSKAITE S,NULL,"LIN 167M & DAN 167M: Ecolinguistics: Language & Movement This new course is a combined investigation of linguistics and movement. In the context of sustainable living, the course will examine how verbal and non-verbal expression manifest and shape overall well-being. Every year, a different theme will be addressed. The themes for this year is: Knowledge and Expertise. The course will address questions such as: What aspects of language create credibility? What does it mean to know something physically? How does movement lead to knowledge? How is expertise evident in language or in movement?  What role does verbal and non-verbal language play in epistemology? The course is cross-listed to bring students from each discipline together to deepen their study of human expression by offering additional perspective to the mutually fascinating subject of language.",DAN
23201,DAN 171,CAPOEIRA: BRAZILIAN ART MOVEMENT,Fall 2018,2.0,Open,MW,1830,1950,SPURR,DANCE,20,RUSSELL T,NULL,"An art form of self-defense with aerobic and dance elements that brings together a harmony of forces. Through history, movement and culture, students gain self-confidence, power, flexibility, endurance, and tools towards self-discovery. Open to all, Capoeira balances the body, mind, and soul and enables one to break through limits, revitalizing oneself for everyday life.",DAN
23216,DAN 181,WEST AFRICAN DANCE FORMS I,Fall 2018,2.0,Open,MW,1525,1640,SPURR,DANCE,25,BANGOURA K,NULL,"Dynamic dance traditions of Guinea, West Africa. Accompanied by live music, students learn footwork and movements for several rhythms and acquire familiarity with the physical stance common to many styles of West African dance. Learn to execute movements together with the rhythmic foundation provided by our drummers and become familiar with the origins and cultural significance of each dance, and the songs that accompany them.",DAN
23227,DAN 182,WEST AFRICAN DANCE FORMS 1A,Fall 2018,2.0,Open,MW,1525,1640,SPURR,DANCE,5,BANGOURA K,DAN 181,A continuation of Dance 181.,DAN
23238,DAN 188,HIP HOP CULTURE & BREAKING,Fall 2018,2.0,Open,MW,2000,2115,OBRN,DANCE,15,KRAUS J,NULL,"Originated in the boroughs of New York City, hip hop has grown to become a global phenomenon, influencing the lives of countless individuals with the core ideals of peace, unity, love and having fun. The class will provide a look into the historical origins and social importance of hip hop culture. The main focus will be on the original dance of hip hop culture - breaking, (also known as bboying). The class format is geared towards physical movement along with lectures, videos and opportunities to attend events in the community.",DAN
23240,DAN 203,CONTACT IMPROVISATION II,Fall 2018,2.0,Open,TR,1400,1515,OBRN,DANCE,4,WOOD R,NULL,"A continuation of DAN 104 that is taught concurrently with the introductory course. Students in DAN 203 will gain a deeper experiential and intellectual knowledge of contact by exploring issues further. Work includes both more advanced practice with other DAN 203 students, and the experience of helping teach the DAN 104 students the basic principles of contact.",DAN
23252,DAN 208,T'AI CHI: MOVEMENT ART & CULTURE,Fall 2018,2.0,Open,TR,1525,1640,SPURR,DANCE,18,LOUGHRIDGE R,NULL,"A study of Taijiquan, (also known as T’ai Chi Ch’uan or “Tai Chi”), a traditional Chinese martial art, and its intimate relationship to the cosmological, physiological, and philosophical conceptions found in the culture and thought from which it emerged. The course investigates both the traditional Chinese philosophy and movement aspects of Tai Chi in order to better understand the integration of human body, mind, and spirit. The Simplified 24-Step Taijiquan (Ershisi Shi Taijiquan) is learned, along with the foundation skills of the Eight Methods or Energies (Ba Fa), Reeling Silk (Chan Si Gong), Pushing Hands (Tui Shou), and Standing Pole meditation (Zhan Zhuang). Tai Chi is not only a valuable cross training exercise for the dancer, but also provides training for relaxed strength, whole body coordination, balance, centered alignment, timing, weight shifting and moving with fluid grace.",DAN
23269,DAN 209,QIGONG WAY TO HEALTH,Fall 2018,2.0,Open,TR,1400,1515,SPURR,DANCE,20,LOUGHRIDGE R,NULL,"Qi Gong is a ancient Chinese internal art and an early forerunner of Tai Ji Quan. It is an Eastern Movement Discipline (EMD)  which embodies a holism of Eastern martial arts and Eastern meditation.  This course is a study of the philosophical roots, mindful practices and physical movements  of Qi Gong in order to better understand and attain the integration of body, mind, and spirit. Topics will include traditional Chinese cultural concepts such as Yin-Yang theory, Five Element theory and Qi theory and their potential inclusion in modern Western culture. Qi Gong provides the dancer and athlete with healthy lifestyle practices and fitness training for better breathing, body awareness, focus and concentration, mental presence, imagery, and cultivating and expressing energy flow.",DAN
85883,DAN 218,INTO THE PRESENT MOMENT,Fall 2018,4.0,Open,MW,840,1010,SPURR,DANCE,18,COREA D,NULL,"This experiential course invites pausing and reflecting on the habits of mind.  Cultivate awareness of the present moment, which is the only moment available to learn and live. Students will be guided in mindfulness and insight techniques, relaxation, and other mindfulness practices. Incorporating mindfulness into daily life, class discussion, reading, and writing assignments will support understanding and personal growth. This new course offering is part of the Mind-Body Somatics Cluster  (H1DAN009)",DAN
85874,DAN 225,YOGA II:CONTINUING THE JOURNEY,Fall 2018,2.0,Open,MW,1400,1515,SPURR,GYM,25,GIPNER M,DAN 114 or DAN 216 or equivalent experience with instructor's permission.,"In this course, students with prior yoga and/or dance experience will learn how to refine their skills through a continued exploration of asanas, pranayama, philosophy, and meditation. We will explore a more rigorous vinyasa flow practice, resulting in students developing more clarity regarding alignment, breath support, core aliveness, and, ultimately, body/self-awareness. While this is an individualized practice, the importance of community will be emphasized throughout as students share aspects of their practice with each other. Readings, discussion, and reflective writing are inherent to deepening one’s practice.",DAN
84109,DAN 240,TAP DANCE:INTERMEDIATE,Fall 2018,2.0,Open,MW,1025,1140,OBRN,DANCE,18,JOHNSON C,Previous tap dance experience is expected.,"Expand upon your tap dance foundation. Discover techniques essential for the study of Rhythm Tap Dance including subtle weight shifts, articulate footwork, and dynamics. Explore the physical interpretation of rhythm through the art of tap dance and the practice of improvisation.",DAN
23303,DAN 245,DANCE/MOVEMENT THERAPY FOUNDATIONS,Fall 2018,4.0,Open,MW,1650,1820,SPURR,DANCE,14,FRAENKEL D,NULL,"Dance/Movement Therapy Foundations examines the field’s approaches to (1) enhancing personal, professional, and creative development, and (2) treating a wide range of challenges (e.g., autism, anxiety, eating disorders, abuse, developmental challenges, and psychosis). To these ends, students will learn how Dance/Movement Therapy integrates natural movement, formal elements of dance, music, language, psychology, counseling, neuroscience, and concepts drawn from Asian approaches to healing. Improvisational dance, music-making, role plays, live music, and videotapes of actual sessions highlight these concepts. Dress comfortably. Be prepared to move. Participation in 3 labs during the semester will be required.",DAN
23312,DAN 248,ARTS AND ACTIVISM,Fall 2018,4.0,Open,TR,1230,1345,TODD,107,15,BEAUCHAMP R,NULL,"Dance is powerful.  Art is a tool that inspires social change. This course examines the relationship between social activism and artistic practice, exploring this integration in dance, art, music, and film. Through a combination of lecture and experiential learning, students will be invited to explore creative social engagement practices to understand the impact of arts in activism while also investigating the creative perspective in successful social movements.  Emphasis will be placed on socially engaged art as a practice and philosophy, creative composition within effective social movements, and the power that art can have in promoting social change.",DAN
23329,DAN 250,INTERMEDIATE CONTEMPORARY DANCE: CONTEXT & PRACTICE,Fall 2018,4.0,Open,MW,1150,1335,SPURR,DANCE,25,BEAUCHAMP R; STEELE M,NULL,"Dance appreciation, experiential practice and movement observation are the overarching areas of focus in this course. In an relaxed and intimate setting, students will experience contemporary dance through examining dance concepts influenced by Laban/Bartenieff theories, Bill Evans pedagogy, and eclectic contemporary and modern dance influences. Through the exploration of basic movement developmental patterns and complex choreographic combinations, classes will explore patterns of total body organization and connectivity, efficiency of movement, use of momentum and weight sensing, musculo-skeletal anatomy, alignment, Body, Effort, Shape, Space, rhythm and somatic practices to develop and improve self-awareness and dance skills. Through viewing/discussion, we will also investigate the context, history, applications and societal impact of Modern and Contemporary dance. Open to all levels. (Core course for Majors, Minors, Clusters)",DAN
85014,DAN 266,INTERMEDIATE CONTEMP DANCE,Fall 2018,2.0,Open,MW,1150,1335,SPURR,DANCE,5,BEAUCHAMP R,NULL,"Continuing technical development and comprehension and integration of theory into practice is the focus in this course. Students will practice contemporary dance experientially through examining dance concepts influenced by Laban/Bartenieff theories and by exploring complex choreographic combinations. Classes will explore continuity and connectivity, patterns of total body organization, efficiency of movement, momentum, musculo-skeletal anatomy, strength, alignment, gravity and weight, rhythm and somatic practices to develop and improve technical skills. We will also investigate subtlety and individual expression in performance. Pre-requisite: DAN 250: Interm.Contemporary Dance: Context and Practice",DAN
23330,DAN 267,ADVANCED CONTEMPORARY DANCE,Fall 2018,2.0,Open,MW,1150,1335,SPURR,DANCE,6,BEAUCHAMP R,DAN 250,"Continuing technical development and comprehension and integration of theory into practice is the focus in this course. Students will practice contemporary dance experientially through examining dance concepts influenced by Laban/Bartenieff theories and by exploring complex choreographic combinations. Classes will explore continuity and connectivity, patterns of total body organization, efficiency of movement, momentum, musculo-skeletal anatomy, strength, alignment, gravity and weight, rhythm and somatic practices to deepen the investigation and mastery of technical skills. We will also continue to work on deepening the understanding or artistry as it pertains to subtlety and individual expression in performance. Pre-requisite: DAN 250: Interm.Contemporary Dance: Context and Practice",DAN
23348,DAN 278,CHOREOGRAPHY,Fall 2018,4.0,Open,TR,1105,1220,SPURR,DANCE,18,PFOHL SMITH M,NULL,"Experiment with various methods of dance-making and focus on examining craft in the service of choreographic expression. You will be encouraged to curiously and playfully embody manipulations of movement material to better understand different points of view and to explore the elements of time, space, shape and effort to see how they affect quality and content. Drawing from dance, visual art, music, current events, writings and other sources, we will explore diverse approaches to creativity, experimentation and choreography.",DAN
89886,DAN 279,DANCER AS COLLABORATOR,Fall 2018,1.0,Open,TBA,NULL,NULL,NULL,NULL,20,PFOHL SMITH M,Enrollment is by permission of instructor. Please email requests to m.p.smith@rochester.edu.,"Dancer as Collaborator is a one-credit movement course engaging students as dancers for choreographic work generated from the DAN 278 Choreography class and/or the Program of Dance and Movement’s Fall Concert. DAN 279 students act as collaborators in that they embody and perform the choreographers’ concepts and vision and participate in creative process. Rehearsals will average twice weekly for the bulk of the semester. Pieces created in this course will be included in the Fall concert, the End of the Term Showings, and/or other Program approved performance opportunities throughout the semester. Enrollment is by permission of instructor. Please email requests to m.p.smith@rochester.edu.",DAN
23375,DAN 290,MIDDLE EASTERN DANCE:ORIENTALE,Fall 2018,2.0,Open,TR,1830,1945,SPURR,DANCE,25,SCOTT K,NULL,"Improve strength, flexibility and self-awareness of the body. Includes meditative movement, dance technique, improvisation and rhythm identification through music and drumming. Dance forms such as Egyptian, Turkish, and American Tribal will be taught. Traditional costuming will be addressed. History, art, and culture from these countries will be explored and experienced. Discourse and research topics will explore issues of gender, body image, historical perspectives and Orientalism.",DAN
84123,DAN 296,THE ART OF TEACHING DANCE AND MOVEMENT,Fall 2018,4.0,Open,MW,845,1010,TODD,107,15,HARRIS WILCOX,NULL,"DAN 296 explores designing creative, comprehensive, and engaging lessons for dance studios and K-12 classrooms. Pedagogical areas of study include: Lesson and curriculum planning, teaching methods, assessment, inclusive classrooms, alignment with state and national teaching standards, and formulating a teaching philosophy. Students will have the opportunity to work directly in a studio setting and with K-12 students, developing, teaching, and evaluating lessons of their own design. Includes pedagogical theories such as Muska Mosston’s Spectrum of Teaching Styles, Bloom’s Taxonomy, Arthur L. Costa and Ben Kallick’s Habits of Mind, and Howard Gardner’s Multiple Intelligences. This course is geared for both the student interested in arts in education and in teaching creative dance. DAN 296 requires prior experience in Program of Dance and Movement technique or somatic classes, or other dance experience.",DAN
89175,DAN 360W,SENIOR SEMINAR,Fall 2018,4.0,Open,T,900,1030,TODD,107,3,BEAUCHAMP R,Dance Majors and Dance Minors only.,"Students in this capstone course will write, choreograph, perform, implement and/or carry out research, performances and/or projects.  All students, regardless of their trajectory (choreography, performance or interdisciplinary research) will write a senior thesis, develop and realize their projects under advisement, consider and discuss various career opportunities and develop curriculum vitae.  Practice in grant-writing, budgeting, marketing and general arts management skills will be addressed when appropriate.  Creative process and creative and critical thinking are a focus of this course and are carried through to a culminating event, paper, or project. Internships, other coursework as part of the major, co-curricular dance activity, service learning and/or other related activity is meant to support this capstone research both in advance of and in simultaneity with this Seminar.",DAN
